x,y,u,v,omega
0.53809524,0.20476190,-0.11752334,-0.00982330,0.26244292
0.53809524,0.21428571,-0.12257456,-0.01040136,0.24273397
0.53809524,0.22380952,-0.12764540,-0.01094649,0.22224009
0.53809524,0.23333333,-0.13273428,-0.01145144,0.20080073
0.53809524,0.24285714,-0.13783793,-0.01190872,0.17825179
0.53809524,0.25238095,-0.14295134,-0.01231060,0.15442652
0.53809524,0.26190476,-0.14806774,-0.01264917,0.12915665
0.53809524,0.27142857,-0.15317854,-0.01291634,0.10227375
0.53809524,0.28095238,-0.15827325,-0.01310391,0.07361068
0.53809524,0.29047619,-0.16333953,-0.01320361,0.04300342
0.53809524,0.30000000,-0.16836308,-0.01320715,0.01029293
0.53809524,0.30952381,-0.17332773,-0.01310629,-0.02467271
0.53809524,0.31904762,-0.17821538,-0.01289292,-0.06203603
0.53809524,0.32857143,-0.18300609,-0.01255912,-0.10192771
0.53809524,0.33809524,-0.18767813,-0.01209726,-0.14446408
0.53809524,0.34761905,-0.19220802,-0.01150006,-0.18974443
0.53809524,0.35714286,-0.19657071,-0.01076076,-0.23784840
0.53809524,0.36666667,-0.20073964,-0.00987312,-0.28883329
0.53809524,0.37619048,-0.20468694,-0.00883160,-0.34273154
0.53809524,0.38571429,-0.20838366,-0.00763143,-0.39954811
0.53809524,0.39523810,-0.21179989,-0.00626872,-0.45925850
0.53809524,0.40476190,-0.21490507,-0.00474058,-0.52180654
0.53809524,0.41428571,-0.21766825,-0.00304519,-0.58710283
0.53809524,0.42380952,-0.22005837,-0.00118192,-0.65502357
0.53809524,0.43333333,-0.22204456,0.00084860,-0.72540992
0.53809524,0.44285714,-0.22359645,0.00304438,-0.79806751
0.53809524,0.45238095,-0.22468460,0.00540204,-0.87276721
0.53809524,0.46190476,-0.22528067,0.00791673,-0.94924617
0.53809524,0.47142857,-0.22535792,0.01058211,-1.02720940
0.53809524,0.48095238,-0.22489142,0.01339029,-1.10633266
0.53809524,0.49047619,-0.22385846,0.01633191,-1.18626535
0.53809524,0.50000000,-0.22223875,0.01939609,-1.26663423
0.53809524,0.50952381,-0.22001477,0.02257048,-1.34704864
0.53809524,0.51904762,-0.21717192,0.02584134,-1.42710519
0.53809524,0.52857143,-0.21369879,0.02919362,-1.50639343
0.53809524,0.53809524,-0.20958720,0.03261100,-1.58450234
0.53809524,0.54761905,-0.20483235,0.03607608,-1.66102636
0.53809524,0.55714286,-0.19943283,0.03957044,-1.73557258
0.53809524,0.56666667,-0.19339059,0.04307481,-1.80776727
0.53809524,0.57619048,-0.18671080,0.04656921,-1.87726319
0.53809524,0.58571429,-0.17940170,0.05003310,-1.94374561
0.53809524,0.59523810,-0.17147437,0.05344551,-2.00694013
0.53809524,0.60476190,-0.16294241,0.05678526,-2.06661844
0.53809524,0.61428571,-0.15382159,0.06003101,-2.12260461
0.53809524,0.62380952,-0.14412935,0.06316148,-2.17478108
0.53809524,0.63333333,-0.13388439,0.06615554,-2.22309494
0.53809524,0.64285714,-0.12310599,0.06899234,-2.26756215
0.53809524,0.65238095,-0.11181346,0.07165141,-2.30827475
0.53809524,0.66190476,-0.10002542,0.07411273,-2.34540486
0.53809524,0.67142857,-0.08775902,0.07635685,-2.37921071
0.53809524,0.68095238,-0.07502913,0.07836489,-2.41004205
0.53809524,0.69047619,-0.06184749,0.08011863,-2.43834639
0.53809524,0.70000000,-0.04822166,0.08160055,-2.46467471
0.53809524,0.70952381,-0.03415409,0.08279384,-2.48968887
0.53809524,0.71904762,-0.01964095,0.08368246,-2.51416707
0.53809524,0.72857143,-0.00467096,0.08425117,-2.53901196
0.53809524,0.73809524,0.01077587,0.08448569,-2.56525636
0.53809524,0.74761905,0.02672954,0.08437267,-2.59406853
0.53809524,0.75714286,0.04323143,0.08389995,-2.62675524
0.53809524,0.76666667,0.06033575,0.08305673,-2.66476297
0.53809524,0.77619048,0.07811086,0.08183385,-2.70967245
0.53809524,0.78571429,0.09664064,0.08022412,-2.76318765
0.53809524,0.79523810,0.11602563,0.07822284,-2.82711673
0.53809524,0.80476190,0.13638400,0.07582833,-2.90333843
0.53809524,0.81428571,0.15785204,0.07304261,-2.99375701
0.53809524,0.82380952,0.18058422,0.06987221,-3.10023808
0.53809524,0.83333333,0.20475246,0.06632905,-3.22452259
0.53809524,0.84285714,0.23054442,0.06243147,-3.36812115
0.53809524,0.85238095,0.25816065,0.05820525,-3.53217983
0.53809524,0.86190476,0.28781024,0.05368466,-3.71732473
0.53809524,0.87142857,0.31970489,0.04891351,-3.92348289
0.53809524,0.88095238,0.35405090,0.04394592,-4.14968634
0.53809524,0.89047619,0.39103925,0.03884696,-4.39386988
0.53809524,0.90000000,0.43083361,0.03369281,-4.65267420
0.53809524,0.90952381,0.47355637,0.02857033,-4.92127466
0.53809524,0.91904762,0.51927304,0.02357600,-5.19326210
0.53809524,0.92857143,0.56797594,0.01881377,-5.46060610
0.53809524,0.93809524,0.61956757,0.01439189,-5.71373367
0.53809524,0.94761905,0.67384553,0.01041841,-5.94177723
0.53809524,0.95714286,0.73049057,0.00699515,-6.13302326
0.53809524,0.96666667,0.78906000,0.00421003,-6.27562618
0.53809524,0.97619048,0.84898931,0.00212771,-6.35863256
0.53809524,0.98571429,0.90960509,0.00077827,-6.37337494
0.53809524,0.99523810,0.97015327,0.00014399,-6.36017323
0.54761905,0.00476190,-0.00350723,-0.00002080,0.70440012
0.54761905,0.01428571,-0.01022007,-0.00010185,0.68851358
0.54761905,0.02380952,-0.01666301,-0.00025970,0.65843165
0.54761905,0.03333333,-0.02286547,-0.00049026,0.62988907
0.54761905,0.04285714,-0.02885480,-0.00078954,0.60278821
0.54761905,0.05238095,-0.03465644,-0.00115358,0.57703346
0.54761905,0.06190476,-0.04029403,-0.00157847,0.55253029
0.54761905,0.07142857,-0.04578959,-0.00206031,0.52918458
0.54761905,0.08095238,-0.05116356,-0.00259515,0.50690180
0.54761905,0.09047619,-0.05643496,-0.00317898,0.48558646
0.54761905,0.10000000,-0.06162141,-0.00380773,0.46514127
0.54761905,0.10952381,-0.06673921,-0.00447719,0.44546643
0.54761905,0.11904762,-0.07180339,-0.00518302,0.42645901
0.54761905,0.12857143,-0.07682773,-0.00592074,0.40801239
0.54761905,0.13809524,-0.08182475,-0.00668566,0.39001563
0.54761905,0.14761905,-0.08680576,-0.00747291,0.37235293
0.54761905,0.15714286,-0.09178083,-0.00827737,0.35490328
0.54761905,0.16666667,-0.09675873,-0.00909370,0.33754006
0.54761905,0.17619048,-0.10174698,-0.00991628,0.32013074
0.54761905,0.18571429,-0.10675172,-0.01073923,0.30253673
0.54761905,0.19523810,-0.11177775,-0.01155638,0.28461340
0.54761905,0.20476190,-0.11682840,-0.01236128,0.26621002
0.54761905,0.21428571,-0.12190554,-0.01314717,0.24717012
0.54761905,0.22380952,-0.12700947,-0.01390701,0.22733176
0.54761905,0.23333333,-0.13213883,-0.01463347,0.20652814
0.54761905,0.24285714,-0.13729064,-0.01531894,0.18458831
0.54761905,0.25238095,-0.14246012,-0.01595555,0.16133811
0.54761905,0.26190476,-0.14764072,-0.01653521,0.13660128
0.54761905,0.27142857,-0.15282398,-0.01704961,0.11020081
0.54761905,0.28095238,-0.15799958,-0.01749027,0.08196054
0.54761905,0.29047619,-0.16315518,-0.01784859,0.05170687
0.54761905,0.30000000,-0.16827656,-0.01811592,0.01927077
0.54761905,0.30952381,-0.17334747,-0.01828356,-0.01550999
0.54761905,0.31904762,-0.17834969,-0.01834288,-0.05278851
0.54761905,0.32857143,-0.18326306,-0.01828541,-0.09270618
0.54761905,0.33809524,-0.18806559,-0.01810285,-0.13539003
0.54761905,0.34761905,-0.19273338,-0.01778723,-0.18094993
0.54761905,0.35714286,-0.19724090,-0.01733097,-0.22947572
0.54761905,0.36666667,-0.20156103,-0.01672699,-0.28103447
0.54761905,0.37619048,-0.20566522,-0.01596883,-0.33566755
0.54761905,0.38571429,-0.20952366,-0.01505074,-0.39338812
0.54761905,0.39523810,-0.21310556,-0.01396777,-0.45417848
0.54761905,0.40476190,-0.21637936,-0.01271595,-0.51798803
0.54761905,0.41428571,-0.21931298,-0.01129232,-0.58473134
0.54761905,0.42380952,-0.22187416,-0.00969507,-0.65428668
0.54761905,0.43333333,-0.22403070,-0.00792365,-0.72649527
0.54761905,0.44285714,-0.22575091,-0.00597883,-0.80116063
0.54761905,0.45238095,-0.22700384,-0.00386278,-0.87804925
0.54761905,0.46190476,-0.22775972,-0.00157917,-0.95689124
0.54761905,0.47142857,-0.22799024,0.00086683,-1.03738236
0.54761905,0.48095238,-0.22766894,0.00346848,-1.11918616
0.54761905,0.49047619,-0.22677156,0.00621750,-1.20193779
0.54761905,0.50000000,-0.22527632,0.00910401,-1.28524745
0.54761905,0.50952381,-0.22316419,0.01211661,-1.36870539
0.54761905,0.51904762,-0.22041918,0.01524242,-1.45188749
0.54761905,0.52857143,-0.21702851,0.01846712,-1.53436077
0.54761905,0.53809524,-0.21298280,0.02177508,-1.61569035
0.54761905,0.54761905,-0.20827614,0.02514940,-1.69544649
0.54761905,0.55714286,-0.20290612,0.02857211,-1.77321100
0.54761905,0.56666667,-0.19687381,0.03202425,-1.84858525
0.54761905,0.57619048,-0.19018373,0.03548601,-1.92119730
0.54761905,0.58571429,-0.18284357,0.03893693,-1.99070942
0.54761905,0.59523810,-0.17486399,0.04235602,-2.05682468
0.54761905,0.60476190,-0.16625842,0.04572193,-2.11929488
0.54761905,0.61428571,-0.15704249,0.04901309,-2.17792559
0.54761905,0.62380952,-0.14723371,0.05220788,-2.23258400
0.54761905,0.63333333,-0.13685097,0.05528476,-2.28320408
0.54761905,0.64285714,-0.12591384,0.05822241,-2.32979178
0.54761905,0.65238095,-0.11444206,0.06099979,-2.37243176
0.54761905,0.66190476,-0.10245469,0.06359632,-2.41129112
0.54761905,0.67142857,-0.08996947,0.06599193,-2.44662571
0.54761905,0.68095238,-0.07700189,0.06816710,-2.47878528
0.54761905,0.69047619,-0.06356435,0.07010297,-2.50821805
0.54761905,0.70000000,-0.04966512,0.07178137,-2.53547692
0.54761905,0.70952381,-0.03530742,0.07318487,-2.56122589
0.54761905,0.71904762,-0.02048821,0.07429684,-2.58624387
0.54761905,0.72857143,-0.00519709,0.07510150,-2.61143303
0.54761905,0.73809524,0.01058496,0.07558403,-2.63782144
0.54761905,0.74761905,0.02688684,0.07573066,-2.66656876
0.54761905,0.75714286,0.04374868,0.07552882,-2.69896746
0.54761905,0.76666667,0.06122315,0.07496740,-2.73644161
0.54761905,0.77619048,0.07937678,0.07403698,-2.78054166
0.54761905,0.78571429,0.09829123,0.07273020,-2.83293152
0.54761905,0.79523810,0.11806428,0.07104225,-2.89536762
0.54761905,0.80476190,0.13881072,0.06897140,-2.96966696
0.54761905,0.81428571,0.16066280,0.06651963,-3.05765986
0.54761905,0.82380952,0.18377003,0.06369348,-3.16112828
0.54761905,0.83333333,0.20829847,0.06050483,-3.28172207
0.54761905,0.84285714,0.23442891,0.05697191,-3.42085552
0.54761905,0.85238095,0.26235402,0.05312025,-3.57957911
0.54761905,0.86190476,0.29227403,0.04898367,-3.75843191
0.54761905,0.87142857,0.32439077,0.04460519,-3.95726991
0.54761905,0.88095238,0.35890007,0.04003776,-4.17508459
0.54761905,0.89047619,0.39598209,0.03534473,-4.40981197
0.54761905,0.90000000,0.43578976,0.03059991,-4.65815353
0.54761905,0.90952381,0.47843558,0.02588703,-4.91542196
0.54761905,0.91904762,0.52397674,0.02129846,-5.17544317
0.54761905,0.92857143,0.57239985,0.01693310,-5.43053627
0.54761905,0.93809524,0.62360567,0.01289299,-5.67161417
0.54761905,0.94761905,0.67739511,0.00927879,-5.88844776
0.54761905,0.95714286,0.73345929,0.00618371,-6.07013416
0.54761905,0.96666667,0.79137427,0.00368583,-6.20582104
0.54761905,0.97619048,0.85060447,0.00183872,-6.28574848
0.54761905,0.98571429,0.91051793,0.00066014,-6.30265808
0.54761905,0.99523810,0.97041607,0.00011879,-6.29197979
0.55714286,0.00476190,-0.00346137,-0.00002506,0.69530475
0.55714286,0.01428571,-0.01008755,-0.00012239,0.67968768
0.55714286,0.02380952,-0.01644864,-0.00031142,0.65013605
0.55714286,0.03333333,-0.02257387,-0.00058683,0.62212479
0.55714286,0.04285714,-0.02849044,-0.00094351,0.59556103
0.55714286,0.05238095,-0.03422366,-0.00137661,0.57035291
0.55714286,0.06190476,-0.03979712,-0.00188140,0.54640889
0.55714286,0.07142857,-0.04523279,-0.00245327,0.52363712
0.55714286,0.08095238,-0.05055111,-0.00308769,0.50194484
0.55714286,0.09047619,-0.05577112,-0.00378014,0.48123771
0.55714286,0.10000000,-0.06091050,-0.00452615,0.46141917
0.55714286,0.10952381,-0.06598564,-0.00532116,0.44238973
0.55714286,0.11904762,-0.07101170,-0.00616058,0.42404634
0.55714286,0.12857143,-0.07600258,-0.00703969,0.40628186
0.55714286,0.13809524,-0.08097100,-0.00795366,0.38898444
0.55714286,0.14761905,-0.08592845,-0.00889748,0.37203696
0.55714286,0.15714286,-0.09088520,-0.00986597,0.35531673
0.55714286,0.16666667,-0.09585029,-0.01085371,0.33869493
0.55714286,0.17619048,-0.10083148,-0.01185507,0.32203642
0.55714286,0.18571429,-0.10583519,-0.01286414,0.30519953
0.55714286,0.19523810,-0.11086651,-0.01387475,0.28803602
0.55714286,0.20476190,-0.11592906,-0.01488043,0.27039105
0.55714286,0.21428571,-0.12102500,-0.01587442,0.25210342
0.55714286,0.22380952,-0.12615493,-0.01684965,0.23300594
0.55714286,0.23333333,-0.13131781,-0.01779875,0.21292591
0.55714286,0.24285714,-0.13651091,-0.01871405,0.19168589
0.55714286,0.25238095,-0.14172973,-0.01958757,0.16910453
0.55714286,0.26190476,-0.14696795,-0.02041109,0.14499784
0.55714286,0.27142857,-0.15221734,-0.02117612,0.11918037
0.55714286,0.28095238,-0.15746772,-0.02187396,0.09146695
0.55714286,0.29047619,-0.16270696,-0.02249571,0.06167439
0.55714286,0.30000000,-0.16792081,-0.02303237,0.02962358
0.55714286,0.30952381,-0.17309311,-0.02347484,-0.00485829
0.55714286,0.31904762,-0.17820555,-0.02381402,-0.04193522
0.55714286,0.32857143,-0.18323785,-0.02404085,-0.08175980
0.55714286,0.33809524,-0.18816778,-0.02414642,-0.12447035
0.55714286,0.34761905,-0.19297117,-0.02412206,-0.17018802
0.55714286,0.35714286,-0.19762206,-0.02395938,-0.21901378
0.55714286,0.36666667,-0.20209278,-0.02365046,-0.27102533
0.55714286,0.37619048,-0.20635420,-0.02318789,-0.32627422
0.55714286,0.38571429,-0.21037577,-0.02256488,-0.38478282
0.55714286,0.39523810,-0.21412584,-0.02177545,-0.44654173
0.55714286,0.40476190,-0.21757190,-0.02081444,-0.51150721
0.55714286,0.41428571,-0.22068080,-0.01967772,-0.57959926
0.55714286,0.42380952,-0.22341907,-0.01836224,-0.65069973
0.55714286,0.43333333,-0.22575329,-0.01686616,-0.72465128
0.55714286,0.44285714,-0.22765036,-0.01518896,-0.80125690
0.55714286,0.45238095,-0.22907791,-0.01333151,-0.88027984
0.55714286,0.46190476,-0.23000464,-0.01129615,-0.96144474
0.55714286,0.47142857,-0.23040070,-0.00908678,-1.04443896
0.55714286,0.48095238,-0.23023805,-0.00670887,-1.12891531
0.55714286,0.49047619,-0.22949083,-0.00416952,-1.21449518
0.55714286,0.50000000,-0.22813565,-0.00147744,-1.30077243
0.55714286,0.50952381,-0.22615194,0.00135704,-1.38731897
0.55714286,0.51904762,-0.22352222,0.00432202,-1.47368968
0.55714286,0.52857143,-0.22023223,0.00740407,-1.55942905
0.55714286,0.53809524,-0.21627128,0.01058832,-1.64407790
0.55714286,0.54761905,-0.21163221,0.01385855,-1.72718072
0.55714286,0.55714286,-0.20631151,0.01719731,-1.80829358
0.55714286,0.56666667,-0.20030929,0.02058604,-1.88699126
0.55714286,0.57619048,-0.19362922,0.02400523,-1.96287596
0.55714286,0.58571429,-0.18627833,0.02743456,-2.03558421
0.55714286,0.59523810,-0.17826682,0.03085305,-2.10479569
0.55714286,0.60476190,-0.16960771,0.03423926,-2.17023921
0.55714286,0.61428571,-0.16031650,0.03757142,-2.23170042
0.55714286,0.62380952,-0.15041065,0.04082758,-2.28902864
0.55714286,0.63333333,-0.13990913,0.04398581,-2.34214282
0.55714286,0.64285714,-0.12883177,0.04702427,-2.39103651
0.55714286,0.65238095,-0.11719863,0.04992139,-2.43578482
0.55714286,0.66190476,-0.10502923,0.05265596,-2.47654843
0.55714286,0.67142857,-0.09234183,0.05520725,-2.51357865
0.55714286,0.68095238,-0.07915252,0.05755506,-2.54722333
0.55714286,0.69047619,-0.06547435,0.05967982,-2.57793021
0.55714286,0.70000000,-0.05131637,0.06156268,-2.60625315
0.55714286,0.70952381,-0.03668251,0.06318551,-2.63285613
0.55714286,0.71904762,-0.02157059,0.06453100,-2.65851879
0.55714286,0.72857143,-0.00597114,0.06558277,-2.68414092
0.55714286,0.73809524,0.01013385,0.06632540,-2.71074605
0.55714286,0.74761905,0.02677213,0.06674460,-2.73948455
0.55714286,0.75714286,0.04398248,0.06682735,-2.77163386
0.55714286,0.76666667,0.06181598,0.06656214,-2.80859637
0.55714286,0.77619048,0.08033729,0.06593923,-2.85189223
0.55714286,0.78571429,0.09962571,0.06495101,-2.90314627
0.55714286,0.79523810,0.11977626,0.06359249,-2.96406507
0.55714286,0.80476190,0.14090031,0.06186177,-3.03640556
0.55714286,0.81428571,0.16312598,0.05976078,-3.12192845
0.55714286,0.82380952,0.18659787,0.05729591,-3.22233558
0.55714286,0.83333333,0.21147624,0.05447894,-3.33919144
0.55714286,0.84285714,0.23793513,0.05132788,-3.47382069
0.55714286,0.85238095,0.26615947,0.04786790,-3.62718725
0.55714286,0.86190476,0.29634085,0.04413222,-3.79975295
0.55714286,0.87142857,0.32867166,0.04016298,-3.99131489
0.55714286,0.88095238,0.36333776,0.03601182,-4.20083618
0.55714286,0.89047619,0.40050900,0.03174024,-4.42626810
0.55714286,0.90000000,0.44032836,0.02741956,-4.66438675
0.55714286,0.90952381,0.48289922,0.02313021,-4.91065741
0.55714286,0.91904762,0.52827144,0.01896042,-5.15915251
0.55714286,0.92857143,0.57642704,0.01500390,-5.40255260
0.55714286,0.93809524,0.62726605,0.01135641,-5.63226700
0.55714286,0.94761905,0.68059415,0.00811115,-5.83871174
0.55714286,0.95714286,0.73611385,0.00535267,-6.01179743
0.55714286,0.96666667,0.79342115,0.00314910,-6.14167070
0.55714286,0.97619048,0.85201097,0.00154285,-6.21976709
0.55714286,0.98571429,0.91129369,0.00053919,-6.24024582
0.55714286,0.99523810,0.97062784,0.00009299,-6.23282719
0.56666667,0.00476190,-0.00340704,-0.00002927,0.68459094
0.56666667,0.01428571,-0.00993113,-0.00014268,0.66932213
0.56666667,0.02380952,-0.01619624,-0.00036247,0.64044857
0.56666667,0.03333333,-0.02223127,-0.00068207,0.61310768
0.56666667,0.04285714,-0.02806310,-0.00109531,0.58721185
0.56666667,0.05238095,-0.03371681,-0.00159640,0.56267357
0.56666667,0.06190476,-0.03921578,-0.00217981,0.53940481
0.56666667,0.07142857,-0.04458182,-0.00284025,0.51731670
0.56666667,0.08095238,-0.04983529,-0.00357262,0.49631873
0.56666667,0.09047619,-0.05499515,-0.00437194,0.47631836
0.56666667,0.10000000,-0.06007907,-0.00523332,0.45722032
0.56666667,0.10952381,-0.06510346,-0.00615192,0.43892601
0.56666667,0.11904762,-0.07008351,-0.00712289,0.42133287
0.56666667,0.12857143,-0.07503322,-0.00814133,0.40433383
0.56666667,0.13809524,-0.07996543,-0.00920230,0.38781664
0.56666667,0.14761905,-0.08489180,-0.01030069,0.37166357
0.56666667,0.15714286,-0.08982277,-0.01143128,0.35575065
0.56666667,0.16666667,-0.09476761,-0.01258865,0.33994758
0.56666667,0.17619048,-0.09973429,-0.01376716,0.32411712
0.56666667,0.18571429,-0.10472953,-0.01496094,0.30811512
0.56666667,0.19523810,-0.10975865,-0.01616385,0.29179025
0.56666667,0.20476190,-0.11482561,-0.01736947,0.27498409
0.56666667,0.21428571,-0.11993286,-0.01857107,0.25753123
0.56666667,0.22380952,-0.12508130,-0.01976161,0.23925968
0.56666667,0.23333333,-0.13027023,-0.02093371,0.21999131
0.56666667,0.24285714,-0.13549720,-0.02207970,0.19954254
0.56666667,0.25238095,-0.14075805,-0.02319156,0.17772523
0.56666667,0.26190476,-0.14604671,-0.02426096,0.15434788
0.56666667,0.27142857,-0.15135522,-0.02527928,0.12921685
0.56666667,0.28095238,-0.15667364,-0.02623765,0.10213807
0.56666667,0.29047619,-0.16199000,-0.02712693,0.07291880
0.56666667,0.30000000,-0.16729024,-0.02793781,0.04136976
0.56666667,0.30952381,-0.17255822,-0.02866082,0.00730740
0.56666667,0.31904762,-0.17777568,-0.02928640,-0.02944352
0.56666667,0.32857143,-0.18292230,-0.02980497,-0.06904721
0.56666667,0.33809524,-0.18797570,-0.03020703,-0.11165386
0.56666667,0.34761905,-0.19291148,-0.03048318,-0.15739661
0.56666667,0.35714286,-0.19770333,-0.03062428,-0.20638843
0.56666667,0.36666667,-0.20232318,-0.03062152,-0.25871870
0.56666667,0.37619048,-0.20674135,-0.03046656,-0.31445023
0.56666667,0.38571429,-0.21092661,-0.03015158,-0.37361601
0.56666667,0.39523810,-0.21484657,-0.02966947,-0.43621621
0.56666667,0.40476190,-0.21846777,-0.02901390,-0.50221556
0.56666667,0.41428571,-0.22175609,-0.02817947,-0.57154101
0.56666667,0.42380952,-0.22467691,-0.02716184,-0.64407957
0.56666667,0.43333333,-0.22719556,-0.02595782,-0.71967727
0.56666667,0.44285714,-0.22927763,-0.02456548,-0.79813802
0.56666667,0.45238095,-0.23088928,-0.02298430,-0.87922364
0.56666667,0.46190476,-0.23199771,-0.02121520,-0.96265471
0.56666667,0.47142857,-0.23257151,-0.01926067,-1.04811168
0.56666667,0.48095238,-0.23258100,-0.01712480,-1.13523757
0.56666667,0.49047619,-0.23199868,-0.01481334,-1.22364140
0.56666667,0.50000000,-0.23079950,-0.01233373,-1.31290150
0.56666667,0.50952381,-0.22896124,-0.00969507,-1.40257180
0.56666667,0.51904762,-0.22646482,-0.00690815,-1.49218655
0.56666667,0.52857143,-0.22329447,-0.00398536,-1.58126748
0.56666667,0.53809524,-0.21943800,-0.00094067,-1.66933048
0.56666667,0.54761905,-0.21488690,0.00221050,-1.75589430
0.56666667,0.55714286,-0.20963643,0.00545135,-1.84048736
0.56666667,0.56666667,-0.20368560,0.00876385,-1.92265689
0.56666667,0.57619048,-0.19703710,0.01212885,-2.00197721
0.56666667,0.58571429,-0.18969721,0.01552629,-2.07805800
0.56666667,0.59523810,-0.18167543,0.01893529,-2.15055227
0.56666667,0.60476190,-0.17298438,0.02233436,-2.21916437
0.56666667,0.61428571,-0.16363920,0.02570157,-2.28365755
0.56666667,0.62380952,-0.15365724,0.02901470,-2.34386063
0.56666667,0.63333333,-0.14305748,0.03225140,-2.39967465
0.56666667,0.64285714,-0.13185987,0.03538936,-2.45107913
0.56666667,0.65238095,-0.12008474,0.03840644,-2.49813700
0.56666667,0.66190476,-0.10775203,0.04128078,-2.54099965
0.56666667,0.67142857,-0.09488048,0.04399095,-2.57991242
0.56666667,0.68095238,-0.08148675,0.04651603,-2.61521888
0.56666667,0.69047619,-0.06758455,0.04883569,-2.64736509
0.56666667,0.70000000,-0.05318364,0.05093031,-2.67690325
0.56666667,0.70952381,-0.03828875,0.05278100,-2.70449710
0.56666667,0.71904762,-0.02289859,0.05436975,-2.73092508
0.56666667,0.72857143,-0.00700461,0.05567945,-2.75708389
0.56666667,0.73809524,0.00941010,0.05669404,-2.78399158
0.56666667,0.74761905,0.02637209,0.05739862,-2.81278896
0.56666667,0.75714286,0.04391873,0.05777965,-2.84473825
0.56666667,0.76666667,0.06209945,0.05782514,-2.88122034
0.56666667,0.77619048,0.08097692,0.05752495,-2.92372608
0.56666667,0.78571429,0.10062809,0.05687115,-2.97384167
0.56666667,0.79523810,0.12114508,0.05585847,-3.03322577
0.56666667,0.80476190,0.14263585,0.05448481,-3.10357809
0.56666667,0.81428571,0.16522436,0.05275189,-3.18659234
0.56666667,0.82380952,0.18905032,0.05066592,-3.28389621
0.56666667,0.83333333,0.21426824,0.04823844,-3.39697337
0.56666667,0.84285714,0.24104550,0.04548713,-3.52706671
0.56666667,0.85238095,0.26955953,0.04243669,-3.67506242
0.56666667,0.86190476,0.29999352,0.03911963,-3.84135437
0.56666667,0.87142857,0.33253080,0.03557706,-4.02569294
0.56666667,0.88095238,0.36734769,0.03185917,-4.22702456
0.56666667,0.89047619,0.40460435,0.02802548,-4.44333076
0.56666667,0.90000000,0.44443452,0.02414466,-4.67147541
0.56666667,0.90952381,0.48693329,0.02029377,-4.90708971
0.56666667,0.91904762,0.53214419,0.01655673,-5.14450693
0.56666667,0.92857143,0.58004564,0.01302195,-5.37678003
0.56666667,0.93809524,0.63053811,0.00977882,-5.59582281
0.56666667,0.94761905,0.68343318,0.00691301,-5.79270554
0.56666667,0.95714286,0.73844606,0.00450027,-5.95815897
0.56666667,0.96666667,0.79519403,0.00259875,-6.08333111
0.56666667,0.97619048,0.85320359,0.00123951,-6.16086292
0.56666667,0.98571429,0.91192907,0.00041519,-6.18634081
0.56666667,0.99523810,0.97078735,0.00006652,-6.18293428
0.57619048,0.00476190,-0.00334438,-0.00003340,0.67228568
0.57619048,0.01428571,-0.00975118,-0.00016260,0.65744430
0.57619048,0.02380952,-0.01590646,-0.00041254,0.62939703
0.57619048,0.03333333,-0.02183856,-0.00077544,0.60286552
0.57619048,0.04285714,-0.02757393,-0.00124407,0.57776797
0.57619048,0.05238095,-0.03313725,-0.00181170,0.55402189
0.57619048,0.06190476,-0.03855159,-0.00247204,0.53154349
0.57619048,0.07142857,-0.04383848,-0.00321913,0.51024729
0.57619048,0.08095238,-0.04901807,-0.00404733,0.49004579
0.57619048,0.09047619,-0.05410918,-0.00495120,0.47084880
0.57619048,0.10000000,-0.05912936,-0.00592550,0.45256299
0.57619048,0.10952381,-0.06409497,-0.00696510,0.43509123
0.57619048,0.11904762,-0.06902117,-0.00806495,0.41833207
0.57619048,0.12857143,-0.07392203,-0.00922002,0.40217912
0.57619048,0.13809524,-0.07881043,-0.01042525,0.38652050
0.57619048,0.14761905,-0.08369814,-0.01167552,0.37123829
0.57619048,0.15714286,-0.08859578,-0.01296557,0.35620812
0.57619048,0.16666667,-0.09351277,-0.01429004,0.34129858
0.57619048,0.17619048,-0.09845733,-0.01564332,0.32637113
0.57619048,0.18571429,-0.10343640,-0.01701964,0.31127965
0.57619048,0.19523810,-0.10845558,-0.01841292,0.29587036
0.57619048,0.20476190,-0.11351914,-0.01981684,0.27998185
0.57619048,0.21428571,-0.11862982,-0.02122475,0.26344508
0.57619048,0.22380952,-0.12378887,-0.02262969,0.24608381
0.57619048,0.23333333,-0.12899590,-0.02402434,0.22771494
0.57619048,0.24285714,-0.13424882,-0.02540106,0.20814925
0.57619048,0.25238095,-0.13954380,-0.02675183,0.18719223
0.57619048,0.26190476,-0.14487508,-0.02806831,0.16464520
0.57619048,0.27142857,-0.15023504,-0.02934179,0.14030661
0.57619048,0.28095238,-0.15561400,-0.03056324,0.11397369
0.57619048,0.29047619,-0.16100024,-0.03172337,0.08544427
0.57619048,0.30000000,-0.16637990,-0.03281259,0.05451887
0.57619048,0.30952381,-0.17173703,-0.03382110,0.02100308
0.57619048,0.31904762,-0.17705345,-0.03473895,-0.01528983
0.57619048,0.32857143,-0.18230887,-0.03555605,-0.05453607
0.57619048,0.33809524,-0.18748082,-0.03626232,-0.09689827
0.57619048,0.34761905,-0.19254480,-0.03684771,-0.14252231
0.57619048,0.35714286,-0.19747429,-0.03730231,-0.19153389
0.57619048,0.36666667,-0.20224084,-0.03761645,-0.24403524
